@relation InitialSetByLHS

@attribute yarnyarn.timeline-service.client.retry-interval-ms numeric
@attribute mapredmapreduce.reduce.shuffle.retry-delay.max.ms numeric
@attribute mapredmapreduce.jobtracker.jobhistory.block.size numeric
@attribute mapredmapreduce.reduce.shuffle.parallelcopies numeric
@attribute mapredmapreduce.job.jvm.numtasks numeric
@attribute yarnyarn.nodemanager.disk-health-checker.min-healthy-disks numeric
@attribute mapredmapreduce.tasktracker.map.tasks.maximum numeric
@attribute mapredmapreduce.reduce.shuffle.read.timeout numeric
@attribute mapredmapreduce.job.reduces numeric
@attribute yarnyarn.resourcemanager.connect.retry-interval.ms numeric
@attribute yarnyarn.dispatcher.drain-events.timeout numeric
@attribute yarnyarn.client.failover-retries-on-socket-timeouts numeric
@attribute mapredmapreduce.job.speculative.slowtaskthreshold numeric
@attribute mapredmapreduce.jobtracker.heartbeats.in.second numeric
@attribute mapredmapreduce.job.max.split.locations numeric
@attribute mapredyarn.app.mapreduce.client.max-retries numeric
@attribute yarnyarn.scheduler.maximum-allocation-mb numeric
@attribute yarnyarn.timeline-service.handler-thread-count numeric
@attribute mapredmapreduce.job.end-notification.max.attempts numeric
@attribute mapredmapreduce.job.reducer.unconditional-preempt.delay.sec numeric
@attribute yarnyarn.resourcemanager.client.thread-count numeric
@attribute mapredmapreduce.job.maxtaskfailures.per.tracker numeric
@attribute mapredmapreduce.reduce.shuffle.connect.timeout numeric
@attribute mapredmapreduce.shuffle.max.threads numeric
@attribute mapredmapreduce.shuffle.connection-keep-alive.timeout numeric
@attribute yarnyarn.resourcemanager.resource-tracker.client.thread-count numeric
@attribute yarnyarn.resourcemanager.connect.max-wait.ms numeric
@attribute yarnyarn.nodemanager.resource.percentage-physical-cpu-limit numeric
@attribute yarnyarn.resourcemanager.work-preserving-recovery.scheduling-wait-ms numeric
@attribute mapredmapreduce.jobhistory.loadedjobs.cache.size numeric
@attribute mapredmapreduce.task.timeout numeric
@attribute yarnyarn.nodemanager.container-manager.thread-count numeric
@attribute mapredmapreduce.map.memory.mb numeric
@attribute mapredmapreduce.task.io.sort.mb numeric
@attribute mapredmapreduce.jobtracker.expire.trackers.interval numeric
@attribute mapredmapreduce.map.skip.maxrecords numeric
@attribute yarnyarn.nodemanager.resource.cpu-vcores numeric
@attribute mapredmapreduce.jobhistory.datestring.cache.size numeric
@attribute yarnyarn.client.nodemanager-connect.retry-interval-ms numeric
@attribute mapredmapreduce.jobtracker.retiredjobs.cache.size numeric
@attribute mapredmapreduce.job.reduce.slowstart.completedmaps numeric
@attribute mapredmapreduce.task.io.sort.factor numeric
@attribute yarnyarn.nodemanager.localizer.client.thread-count numeric
@attribute yarnyarn.nodemanager.resource.memory-mb numeric
@attribute mapredmapreduce.input.lineinputformat.linespermap numeric
@attribute mapredmapreduce.jobtracker.jobhistory.lru.cache.size numeric
@attribute mapredmapreduce.task.merge.progress.records numeric
@attribute mapredmapreduce.shuffle.max.connections numeric
@attribute mapredmapreduce.reduce.memory.mb numeric
@attribute yarnyarn.timeline-service.client.max-retries numeric
@attribute mapredmapreduce.jobtracker.maxtasks.perjob numeric
@attribute yarnyarn.nodemanager.disk-health-checker.max-disk-utilization-per-disk-percentage numeric
@attribute mapredmapreduce.reduce.shuffle.input.buffer.percent numeric
@attribute mapredmapreduce.reduce.cpu.vcores numeric
@attribute mapredmapreduce.job.end-notification.max.retry.interval numeric
@attribute yarnyarn.timeline-service.leveldb-timeline-store.start-time-write-cache-size numeric
@attribute yarnyarn.nodemanager.process-kill-wait.ms numeric
@attribute yarnyarn.nodemanager.delete.thread-count numeric
@attribute mapredmapreduce.tasktracker.indexcache.mb numeric
@attribute mapredmapreduce.jobhistory.joblist.cache.size numeric
@attribute yarnyarn.client.nodemanager-client-async.thread-pool-max-size numeric
@attribute mapredmapreduce.client.submit.file.replication numeric
@attribute yarnyarn.resourcemanager.zk-retry-interval-ms numeric
@attribute yarnyarn.timeline-service.leveldb-timeline-store.ttl-interval-ms numeric
@attribute yarnyarn.resourcemanager.zk-timeout-ms numeric
@attribute mapredmapreduce.job.end-notification.retry.interval numeric
@attribute mapredmapreduce.reduce.maxattempts numeric
@attribute yarnyarn.resourcemanager.am.max-attempts numeric
@attribute yarnyarn.nodemanager.disk-health-checker.min-free-space-per-disk-mb numeric
@attribute mapredmapreduce.reduce.input.buffer.percent numeric
@attribute mapredmapreduce.client.progressmonitor.pollinterval numeric
@attribute mapredmapreduce.job.ubertask.maxmaps numeric
@attribute yarnyarn.resourcemanager.admin.client.thread-count numeric
@attribute mapredmapreduce.tasktracker.taskmemorymanager.monitoringinterval numeric
@attribute mapredmapreduce.job.ubertask.maxreduces numeric
@attribute mapredmapreduce.reduce.skip.maxgroups numeric
@attribute mapredyarn.app.mapreduce.am.job.committer.commit-window numeric
@attribute yarnyarn.client.nodemanager-connect.max-wait-ms numeric
@attribute mapredmapreduce.jobtracker.taskcache.levels numeric
@attribute mapredmapreduce.client.completion.pollinterval numeric
@attribute yarnyarn.client.max-cached-nodemanagers-proxies numeric
@attribute mapredmapreduce.tasktracker.tasks.sleeptimebeforesigkill numeric
@attribute mapredyarn.app.mapreduce.task.container.log.backups numeric
@attribute mapredmapreduce.shuffle.transfer.buffer.size numeric
@attribute yarnyarn.nodemanager.localizer.fetch.thread-count numeric
@attribute yarnyarn.scheduler.maximum-allocation-vcores numeric
@attribute mapredmapreduce.ifile.readahead.bytes numeric
@attribute mapredmapreduce.reduce.shuffle.fetch.retry.timeout-ms numeric
@attribute yarnyarn.resourcemanager.system-metrics-publisher.dispatcher.pool-size numeric
@attribute mapredmapreduce.jobtracker.jobhistory.task.numberprogresssplits numeric
@attribute mapredmapreduce.jobhistory.move.thread-count numeric
@attribute mapredmapreduce.tasktracker.local.dir.minspacekill numeric
@attribute mapredmapreduce.jobhistory.move.interval-ms numeric
@attribute yarnyarn.nodemanager.localizer.cache.target-size-mb numeric
@attribute mapredmapreduce.reduce.markreset.buffer.percent numeric
@attribute mapredyarn.app.mapreduce.client-am.ipc.max-retries-on-timeouts numeric
@attribute mapredmapreduce.job.maps numeric
@attribute mapredmapreduce.task.combine.progress.records numeric
@attribute mapredyarn.app.mapreduce.am.resource.cpu-vcores numeric
@attribute mapredmapreduce.jobtracker.tasktracker.maxblacklists numeric
@attribute yarnyarn.resourcemanager.max-completed-applications numeric
@attribute mapredmapreduce.reduce.shuffle.fetch.retry.interval-ms numeric
@attribute mapredmapreduce.job.speculative.speculativecap numeric
@attribute mapredyarn.app.mapreduce.client-am.ipc.max-retries numeric
@attribute mapredmapreduce.task.skip.start.attempts numeric
@attribute mapredmapreduce.tasktracker.reduce.tasks.maximum numeric
@attribute mapredmapreduce.jobtracker.handler.count numeric
@attribute mapredmapreduce.map.cpu.vcores numeric
@attribute mapredmapreduce.job.counters.limit numeric
@attribute performance numeric

@data
173472,232552,120689396,29.852791,4.438164,0.746267,270,265372,28.997402,34732,353340,44.567997,0.955734,203,5.161555,4.644016,26820,10.206252,7.377618,492,99.64551,29.725309,83305,134,34.913617,174,209602,85.780256,7734,8.552661,390708,57.771198,1478,137,181545,58,39.574126,143278,60840,1897,0.617827,51.864058,90.203572,22103,25.872515,292,40046,54.237925,3380,72.313196,95.97437,67.364993,0.023157,17.367424,13803,60601,173356,36.899539,819,69786,3957,40.274169,119742,314441,213060,8239,20.332773,18.845683,71,0.308877,8282,176.553685,84.957452,32129,108.359386,42.872466,44432,103827,128,19844,22,13358,99.073873,647686,65.166015,57.44789,40571273,109995,71.227426,54.592839,85.222909,79.495262,71618,9715,0.6573,19.371447,7.142703,39440,17.443426,5.933436,5327,9269,0.249447,2.06096,19.751337,88.330398,59.307701,9.067178,455,-1
175285,32593,47685208,19.300469,1.407995,0.064024,266,231882,33.464951,16373,62471,26.348337,0.043206,235,85.510332,18.016979,27188,72.434148,34.209667,103,37.285381,17.003115,138053,145,47.994876,129,407574,48.155642,78982,16.306306,420924,14.178901,3418,298,357584,30,24.640431,169873,52451,2799,0.19918,46.471062,2.165639,21769,91.156568,103,81193,62.316358,3331,33.205803,62.285292,15.029921,0.112255,4.316258,40164,58291,145496,36.208697,864,11601,3824,14.55769,180367,392343,65697,4089,33.635936,9.028724,511,0.015861,7381,155.79716,77.453505,19369,119.762186,91.491016,31409,102057,184,5698,78,40693,7.230801,402276,86.339073,78.655329,3597021,65299,14.445388,46.510808,32.956052,86.392323,183950,11158,0.661938,21.871507,16.356581,41226,7.479533,22.403909,18475,3068,0.866751,6.2213,15.947587,60.027907,87.037062,9.695794,732,-1
178128,294661,30968645,27.61382,56.652571,0.289296,373,84674,6.281969,29637,384884,29.650768,0.527729,245,52.167353,9.840449,28654,9.474523,35.256755,390,8.155935,3.013103,139744,74,48.667182,59,751525,59.144865,52587,96.27854,225057,47.534701,1339,395,725708,7,23.541298,105476,32657,2259,0.583126,36.919434,72.08875,22356,40.318989,442,16821,71.18175,4178,37.039829,8.989311,79.937182,0.660843,8.503768,39341,85162,69312,71.917539,369,23875,1312,46.04811,145577,198787,156466,9550,3.663803,10.50388,553,0.860425,5788,116.139123,59.056203,38350,163.095287,79.720938,48047,239452,149,2668,841,24465,63.050537,298738,96.272267,91.314907,6981834,247639,86.460856,8.87451,43.778433,9.196949,214818,9467,0.988704,12.077699,46.626278,77919,28.180791,29.53524,16784,4239,0.307646,25.404791,7.518902,5.933865,13.407008,6.51509,154,-1
180210,45455,130968179,33.920709,31.270828,0.84636,182,162203,22.753307,18919,78930,35.027092,0.403968,226,51.500143,15.602928,27546,43.796761,9.929631,457,84.5006,5.388902,208354,239,11.761346,124,653777,50.188718,65512,98.112198,288742,52.882897,2950,165,784738,111,21.474649,185815,46894,8663,0.78878,7.924056,87.394167,21890,77.664089,359,55289,74.623173,4114,16.009323,78.896737,83.024571,0.292574,14.495228,12855,2629,104287,54.528171,548,1918,4806,59.012748,166923,60164,292973,2096,32.59832,12.439465,343,0.841547,4712,163.39367,61.706548,24461,142.95469,74.414361,21643,248027,13,9019,414,47750,57.803173,356562,80.581835,76.319753,23944728,160684,75.16574,94.498214,18.306325,3.909539,204265,10083,0.236149,6.166418,16.74388,38386,14.927868,18.644999,2336,7533,0.081039,20.11077,6.135633,26.612998,19.341246,3.788596,329,53
184069,137596,75953689,40.106336,8.40399,0.211171,301,108266,2.651578,44881,292233,27.155139,0.380691,133,35.869925,2.219463,24391,21.874679,17.751798,242,6.337447,9.30676,79604,105,1.111651,76,236742,96.75457,77216,55.778237,531366,61.024886,2848,375,467741,182,2.427665,125896,85881,169,0.735345,78.244538,97.853142,21137,98.369887,331,56145,43.860056,2050,58.643775,31.779255,61.00065,0.429501,8.931556,33185,63068,120898,45.999051,53,41880,2864,11.679876,80804,127306,115186,9295,5.36573,15.42249,831,0.473392,8510,168.864056,63.697158,6585,149.000815,32.660572,64421,200515,109,44036,395,9262,43.745677,1165715,58.991412,72.095483,31049125,164808,89.337499,85.168956,70.941206,43.406696,133901,10497,0.947605,10.720202,4.92964,62805,13.414577,33.950049,12712,1755,0.069844,6.619968,1.825892,18.328513,16.926741,6.202655,116,62
186482,132256,11064872,11.11529,62.751422,0.036835,383,254924,16.577711,43881,16675,48.416258,0.996838,262,36.445354,16.19752,26153,29.828232,35.938797,253,12.943718,15.324873,212384,12,35.9255,26,344810,94.480875,21285,59.160232,603937,62.496807,3595,275,611414,144,8.733935,161035,97687,5062,0.162921,74.067819,25.396635,23320,71.345916,75,57928,59.466276,1057,82.641147,4.813474,26.269284,0.444466,3.368556,39034,42575,257038,51.639816,336,183770,2500,63.677404,13288,267143,161810,9754,29.224315,17.431552,122,0.733126,949,194.916284,73.501897,15472,136.240813,37.820428,45600,135129,162,35788,859,5510,69.20399,41583,84.589034,50.05616,35767186,238301,28.57082,62.520554,26.016242,23.644336,280199,10842,0.491099,2.084261,38.762862,15803,15.937628,16.527413,14732,4573,0.899143,18.927141,3.511405,80.605385,57.154926,8.228406,929,31
189416,79898,113169938,46.797953,19.822889,0.059365,214,48988,22.154896,39151,72804,12.759999,0.913599,109,69.198649,5.945675,24573,97.163862,18.648113,354,77.431414,8.605921,255353,219,45.157039,153,668478,6.797063,81236,81.281789,554623,98.711871,2969,259,157810,138,37.719032,127026,19330,9816,0.500104,43.929646,70.047972,21686,22.058502,197,15688,41.363242,3667,84.850865,39.127294,11.367747,0.211693,5.886178,34925,84673,182405,89.526519,149,80436,1456,84.652252,74821,160276,23254,9499,22.881171,16.57107,224,0.894441,7977,109.203743,67.414309,33617,105.851045,58.727974,37689,295289,177,45530,201,39441,60.041587,160151,44.525989,44.954766,38641112,81801,52.293603,63.862113,71.615404,60.88278,203706,8995,0.116228,13.922825,13.759456,96225,12.915875,16.84453,8331,9343,0.48722,28.4096,16.950941,99.453737,82.155464,2.258831,538,-1
192771,291195,29911904,16.047956,61.314249,0.527698,389,214103,45.531836,28176,113240,21.411639,0.884478,217,38.61438,10.894577,27573,38.410946,19.423166,416,27.42448,14.222918,178595,165,2.383244,105,551717,89.242364,20273,10.020855,346861,70.486642,3724,147,412081,152,33.70879,182282,8756,7730,0.90034,32.925206,73.358844,24010,17.072274,413,27438,34.692369,1934,99.12162,59.680024,50.098599,0.381297,2.112167,16855,54066,119445,57.157902,603,15968,4021,35.058113,241567,167944,152270,9013,1.415536,3.689115,284,0.682411,3167,117.285821,19.30202,23939,152.426236,95.462188,52563,288662,170,42542,382,18508,92.459073,1274850,2.728375,52.231771,37413401,39036,29.416355,21.224935,24.09226,81.632332,190302,9261,0.145315,2.833852,26.622469,90399,12.008751,9.18486,17146,8525,0.969519,18.241629,17.053251,91.924062,74.735659,5.101458,567,40
196283,210030,12603286,24.882431,28.468656,0.360711,283,182658,49.107578,20891,116886,27.480408,0.42151,130,56.874779,7.219473,28368,29.136752,25.196596,207,68.95701,14.37836,158230,75,47.409012,93,306374,92.423257,47300,31.224845,359983,83.812376,2806,105,458674,193,27.605372,187680,44489,9769,0.820171,86.769796,40.870288,23957,32.332402,466,95618,21.178127,2781,60.793133,92.91436,40.727627,0.183105,6.458824,12102,69715,178337,95.484041,316,90119,708,81.248913,136153,315648,47584,8570,15.529343,4.194674,935,0.99706,6812,129.19876,17.534274,38831,186.634681,17.980785,70295,237592,181,5063,152,29092,33.863399,316382,61.202809,76.724292,30831236,223617,64.043818,54.302697,84.838052,25.504481,235051,10518,0.421194,12.628634,13.410565,32543,14.431944,15.630187,19628,7856,0.545586,4.944794,7.080444,81.88154,26.145043,6.835339,221,-1
198753,210761,52360868,4.523512,38.330533,0.560782,222,287545,9.28004,42041,142502,33.142632,0.282674,160,49.499143,1.228843,25879,36.465936,35.680324,219,86.57633,1.42219,242687,43,33.018659,9,384923,28.306492,58818,94.232789,751187,17.11698,2449,343,645991,20,39.891824,112199,18693,4325,0.843865,14.143129,84.337386,21552,19.475409,347,8632,26.915665,3829,24.130273,44.988974,44.048355,0.783381,18.84612,17836,93254,33051,38.481651,897,164160,208,10.752249,260763,388395,106637,341,37.85624,12.704904,562,0.614733,4443,187.317702,78.805935,30099,168.836487,49.163924,19348,241734,192,39874,507,45448,88.426587,759960,35.832793,77.797906,6129314,227671,68.791193,27.591755,54.508717,80.689237,111674,10879,0.720199,20.925551,39.986696,74080,4.023065,25.500711,4660,272,0.697278,19.028009,2.902261,39.106838,45.786274,2.493553,36,37
202827,10523,69317370,20.81326,25.844821,0.481018,158,105284,5.70474,20231,240640,12.982138,0.679004,271,50.182741,12.750055,26078,50.463799,20.744813,317,48.251008,7.266624,233578,151,42.521991,70,812164,3.712516,70952,88.234532,277940,53.827707,1759,114,735444,83,3.538049,148424,73552,6326,0.69641,19.268326,28.031639,21754,3.571437,483,63580,5.653497,1667,17.520275,94.382061,99.729975,0.137254,8.135049,35260,98346,142073,56.377911,457,168162,4882,22.393113,138056,327660,125749,6187,23.336789,11.997668,349,0.904091,6536,104.371657,68.639879,25861,173.646288,1.791921,46771,107131,155,15856,802,44305,12.654481,1059330,61.614123,97.71031,36780382,56663,98.028929,46.582277,24.804738,71.1293,103817,8950,0.100224,9.354402,51.37339,34323,22.292124,21.082896,5639,3802,0.356245,26.545391,14.989575,96.335199,30.759135,8.401291,78,-1
206045,197592,60286088,11.465735,19.790935,0.651672,334,243649,34.521958,24610,145414,25.761487,0.442159,179,53.001576,8.411037,25391,3.114867,23.545073,212,29.439636,27.299422,99608,170,20.071937,170,263246,33.096991,56858,49.846206,656996,97.088954,3985,347,315269,166,11.92248,144426,16201,9986,0.89667,82.914605,63.014324,21725,80.353145,324,49850,89.569787,2397,46.474499,2.756606,96.244902,0.056147,18.313362,23417,21757,86612,87.402255,518,127487,2741,21.416468,190896,255275,245907,4227,26.71748,12.021234,723,0.339237,6648,146.757653,23.546593,1230,131.619472,28.72709,67728,277405,88,19184,197,32450,61.102529,79829,73.427566,93.542112,23106519,210516,43.447915,23.137534,12.322522,73.036645,256041,9972,0.206863,26.049458,47.390928,76524,6.295262,33.690165,7791,8661,0.011452,14.784074,12.904628,69.331008,87.201883,3.084153,776,-1
209105,14903,47265484,49.973338,83.934642,0.819065,276,78093,8.778535,23748,189269,42.271272,0.242153,104,54.617086,16.78346,26639,13.690489,4.733067,257,11.392873,5.673774,168070,34,27.25964,119,557074,88.060407,42842,33.873379,378576,24.626792,1367,328,596405,197,4.980631,177539,61983,4716,0.946438,94.670191,81.829724,23758,69.791131,373,71588,22.05088,1355,63.524669,65.492594,43.171184,0.248086,11.195461,20644,76460,293835,2.592024,586,66003,4904,9.284648,230508,212076,288946,4870,24.088195,10.933601,637,0.245053,2362,195.93392,65.937963,31072,134.556197,7.229863,95404,228390,115,14556,724,11767,96.207918,221560,67.826252,95.234946,32101474,51582,8.05848,58.06822,92.988185,51.597339,118567,10491,0.032732,1.263616,18.977618,18897,25.825036,14.90058,6475,546,0.227091,5.343582,14.319601,78.873092,77.247447,4.134594,184,48
212835,267347,102806178,16.729366,79.349593,0.80429,320,168025,47.082964,38873,341114,35.61473,0.41526,134,40.079753,13.48617,24710,69.709596,10.223605,286,42.506727,11.388395,278130,1,18.361324,100,87847,45.060066,70470,97.100029,412865,51.696361,2473,266,255574,188,3.227329,147411,12847,7911,0.070683,16.924178,67.151315,22146,8.163848,89,25884,23.428978,1525,30.778684,14.047764,37.946809,0.981778,10.585669,21710,51138,266606,86.986305,271,17146,1890,3.575481,27975,95447,234131,4525,1.98258,15.100328,363,0.395714,9087,197.679321,6.57231,49851,158.14776,27.563269,15610,131675,119,47699,290,6240,46.975577,575482,28.416012,55.897997,31630805,13174,78.23088,73.74865,9.657266,14.205411,125125,10775,0.193048,20.579544,46.904921,65790,7.058018,17.903147,13356,9686,0.838327,21.98723,9.160074,9.770755,96.697233,3.917583,522,-1
214698,213196,81413886,30.460215,2.721596,0.470718,342,251061,20.503654,15453,71177,14.10296,0.372233,123,54.966908,14.726883,27766,45.501196,7.983311,406,52.375617,10.881449,220246,175,30.564529,89,362434,51.772655,78313,58.25491,721267,87.277354,1174,253,166237,9,14.544587,130643,40048,8898,0.011323,18.632901,33.660082,24118,97.840781,408,9100,51.614438,4004,9.590586,77.164662,98.289059,0.618599,14.887494,21798,91737,115448,21.192173,7,135440,4240,87.297084,56516,370511,77041,8074,12.295693,6.194274,690,0.22135,4827,152.471918,1.522704,25029,177.854565,9.035289,81150,158187,97,26316,126,3734,48.636727,1138826,41.818291,64.051919,28726690,68491,62.447984,51.105296,5.486697,48.07869,97592,9602,0.619073,7.504823,38.230341,33084,4.96229,11.184239,10780,7392,0.660221,22.848535,10.164236,94.099055,94.841737,1.558559,21,55
217415,254469,2585974,43.564976,32.550197,0.756766,244,148113,36.44582,43579,262818,1.981258,0.192215,63,46.49273,6.470813,26989,76.913137,21.774873,429,90.330345,6.569787,246058,119,24.26484,131,529663,10.571708,66938,51.080698,408193,65.671715,1088,269,527108,40,31.115558,173300,58857,5547,0.104183,13.318563,75.61419,23178,43.129808,338,75525,82.719807,3771,51.948729,69.441364,83.644258,0.898119,1.776004,25463,56464,36608,14.713159,874,117605,9,17.427971,149935,260520,251520,4731,28.226157,4.626681,755,0.181723,4152,156.296183,14.713892,46794,195.45318,88.084276,77336,269408,103,23139,116,32822,58.83159,526160,55.622106,68.530633,26054304,106606,20.98015,22.097035,41.30548,45.298396,230054,11127,0.708331,5.596609,12.502784,80437,5.945989,27.053432,9872,4479,0.365628,21.335685,1.634974,74.050193,25.411537,3.040533,358,64
220809,36583,35734686,49.217347,82.338267,0.424876,363,183415,32.61917,35992,256344,26.727694,0.978603,185,30.124392,11.819579,24783,90.559137,39.278977,469,83.380475,20.100027,232248,167,38.103697,103,419573,72.860511,48144,62.443704,768985,46.038098,2120,178,554756,49,6.646882,150815,45592,2005,0.174523,68.29737,22.100413,22339,57.283283,217,66352,79.931487,2201,11.155565,87.620437,85.849074,0.623563,11.525193,47852,45457,47811,4.817012,656,30438,1118,6.70538,277663,106766,284633,9871,9.156643,15.683629,106,0.253357,1227,123.639653,48.750436,43144,133.262498,47.605486,63160,163066,53,31159,558,20982,71.48483,412086,45.859859,65.285669,9375696,44502,38.77242,80.25226,57.619918,62.909465,250441,9730,0.07217,11.400985,37.342044,11835,10.221836,16.156948,7937,6641,0.643823,1.162839,6.109143,98.018641,99.680333,8.492013,374,54
223522,185126,112171167,45.931912,94.814966,0.588031,121,129899,27.017037,43024,375420,19.206713,0.809983,126,81.237353,9.419376,24743,92.802094,13.903184,152,1.028816,12.677841,163179,181,39.726044,193,705659,32.471173,24997,83.194516,240698,72.125478,2903,281,492174,16,25.413515,126881,72244,655,0.095553,65.056342,15.659939,21187,27.83256,235,77846,96.866925,1783,35.029891,72.443035,12.536762,0.545528,5.525273,11857,81976,288843,8.874997,797,136594,966,27.002521,39839,214555,141177,5903,21.132021,10.105309,518,0.910567,4498,182.195403,73.20234,2668,121.572335,21.127425,53979,206778,55,33375,360,34402,90.208175,333416,89.999857,66.816823,5305857,114804,88.47186,40.281825,65.626264,18.210256,88427,10199,0.694125,24.884005,11.613393,69304,17.692993,1.649475,16652,6960,0.416879,5.661845,19.008979,24.93637,93.73773,9.330366,548,-1
225683,215948,33224258,36.526093,95.625268,0.571905,329,74310,53.726189,28394,393029,12.20889,0.577435,244,12.644062,8.229254,27515,43.293219,12.933599,364,97.450684,13.27703,64559,148,11.993428,80,663042,41.607663,10430,38.313173,217711,90.771733,3825,138,449251,76,37.300048,139209,20129,747,0.707154,22.693493,68.313933,23266,89.232573,228,22466,63.493302,3627,3.044435,90.540017,8.595809,0.859607,6.972269,19303,53417,278983,40.857475,970,45566,2244,55.812751,5311,68587,239610,1241,5.931547,8.791885,244,0.090086,4197,186.439197,95.059151,16249,164.527018,56.040157,91560,64250,179,4558,461,43830,66.268436,1235046,26.41372,72.584137,2124907,99005,7.110046,26.134748,54.342507,39.888747,258605,9402,0.553652,20.26258,35.031879,67349,24.684513,37.318719,10081,2598,0.907801,25.234535,5.8105,43.345221,76.373011,1.497561,387,-1
228205,21134,88498674,22.847353,29.181558,0.696496,258,292255,30.786975,21028,347118,14.803433,0.817755,200,82.99179,19.000864,28420,83.685046,25.175191,106,63.39404,28.826028,262459,234,9.504872,163,65830,61.345297,53074,76.777542,424172,39.385707,1744,243,266937,160,38.662671,129831,57541,3021,0.544335,58.070418,45.837511,23415,65.473281,472,88416,65.886549,4153,76.135469,79.450448,91.376618,0.811862,8.224558,2070,9053,248765,92.581512,941,48242,679,40.992666,207614,222499,19345,1798,18.21072,14.15949,620,0.526149,2148,138.534224,98.964186,44745,118.208839,24.568548,37122,268637,153,19002,818,26110,76.010638,1037922,98.840366,74.485302,16667913,126292,46.59122,14.673832,20.927705,36.062277,252955,10029,0.451861,28.061968,45.111109,30607,19.19596,27.935953,7156,9863,0.631928,27.546759,3.838094,44.215769,37.474909,7.465994,416,52
231807,268732,92602215,39.001604,96.052268,0.12105,146,150657,40.529252,32482,18918,36.406033,0.202947,148,64.041991,8.905474,26433,26.671519,22.416914,269,14.587959,20.824241,223693,102,19.487722,29,777239,22.391149,23879,8.923565,444938,73.481225,1531,383,709040,143,26.174442,121408,98395,1004,0.223894,24.562642,46.915061,23578,53.389284,58,44790,57.571757,1979,79.707615,90.095616,93.449121,0.632624,3.155276,29140,12751,219541,42.726048,195,5038,860,85.569692,68818,78068,112216,1749,27.288031,4.402929,870,0.213514,8138,158.543097,47.585639,19742,125.722958,58.375541,12818,86964,42,31522,57,23607,19.680027,678111,75.363034,60.652633,36489361,280667,70.091832,42.588178,14.013284,29.71118,276481,10858,0.632411,17.74533,26.383965,21274,15.180218,31.980468,9666,1810,0.790422,18.515174,17.817036,23.772651,91.287105,6.991848,173,-1
235291,181476,118708113,38.331168,17.791948,0.100652,324,221914,41.200217,36878,170666,43.440065,0.472357,26,12.964356,12.458123,28485,91.999892,13.75207,118,43.20187,16.063467,155656,137,30.207292,156,509481,43.91049,74917,72.073431,624797,64.249105,2157,171,740946,112,35.583547,168903,45507,3366,0.119423,91.203751,84.141109,23899,54.65165,156,83677,19.495309,1718,62.497568,49.748514,32.861705,0.367758,16.897679,46853,81072,211479,19.683984,19,189550,1904,60.231422,243278,117902,68426,8404,6.171076,19.325221,988,0.883055,9874,127.495643,60.278042,4701,129.707804,57.377904,79349,81241,102,45677,279,6850,39.69822,900938,13.292628,90.772758,39958208,198033,22.467712,48.047642,6.164703,13.074942,73096,9243,0.270805,29.103383,20.918797,64124,12.657257,27.71272,18199,6125,0.324047,1.813419,12.42568,41.024976,47.600685,6.119627,554,-1
237072,162596,3748490,8.250002,68.123908,0.926582,185,256755,48.595312,29936,358686,11.668149,0.164578,57,8.238185,3.782248,25089,59.527257,1.478755,276,44.021738,23.250422,145215,124,24.606173,97,449952,37.128817,36288,53.172309,702381,38.500133,2678,316,511619,194,24.830882,133357,22498,5694,0.93374,32.196916,13.023491,21222,29.895971,161,45860,66.759977,2332,73.804928,42.315239,34.904806,0.327443,18.04326,28321,18249,286118,39.926929,905,8138,3901,70.426906,70400,85763,174694,2506,24.644816,17.99822,818,0.871338,572,148.803956,33.855903,29661,175.794058,96.475034,55670,216458,195,14034,225,1487,1.039273,1011334,38.806038,95.668982,2729103,118237,5.921325,98.16589,22.857213,66.523588,128657,10734,0.157165,9.90349,34.156486,44325,29.904534,6.58799,14877,3294,0.475878,20.866349,8.709047,58.492802,39.496615,6.484904,974,39
240688,101378,121623203,6.191445,34.711132,0.787205,235,56360,13.820172,37807,219981,48.007636,0.069211,192,15.450023,10.506188,25832,40.894308,1.295623,312,30.187422,25.55256,198972,81,13.937513,32,855386,9.665461,61756,37.225776,393420,68.900646,1677,372,604010,71,28.398777,136634,21241,4249,0.774144,90.874387,76.400362,22245,22.794486,451,87211,75.321112,1248,52.974251,88.125966,13.405424,0.580381,5.605712,1327,41448,149663,77.926465,890,151408,2587,28.354641,47638,329691,134345,9343,17.835118,4.840584,967,0.935136,5576,185.940604,87.616683,14834,138.362486,59.556225,82496,253456,26,36981,34,59,72.421606,1206942,79.567271,44.400355,27231410,145576,59.611699,50.01726,34.250211,41.340471,195478,10222,0.242745,22.204344,6.43816,14228,22.974146,10.291821,15316,4732,0.555884,20.476711,1.417785,28.207853,60.280171,8.796864,905,-1
