@relation InitialSetByLHS

@attribute yarnyarn.timeline-service.client.retry-interval-ms numeric
@attribute mapredmapreduce.reduce.shuffle.retry-delay.max.ms numeric
@attribute mapredmapreduce.jobtracker.jobhistory.block.size numeric
@attribute mapredmapreduce.reduce.shuffle.parallelcopies numeric
@attribute mapredmapreduce.job.jvm.numtasks numeric
@attribute yarnyarn.nodemanager.disk-health-checker.min-healthy-disks numeric
@attribute mapredmapreduce.tasktracker.map.tasks.maximum numeric
@attribute mapredmapreduce.reduce.shuffle.read.timeout numeric
@attribute mapredmapreduce.job.reduces numeric
@attribute yarnyarn.resourcemanager.connect.retry-interval.ms numeric
@attribute yarnyarn.dispatcher.drain-events.timeout numeric
@attribute yarnyarn.client.failover-retries-on-socket-timeouts numeric
@attribute mapredmapreduce.job.speculative.slowtaskthreshold numeric
@attribute mapredmapreduce.jobtracker.heartbeats.in.second numeric
@attribute mapredmapreduce.job.max.split.locations numeric
@attribute mapredyarn.app.mapreduce.client.max-retries numeric
@attribute yarnyarn.scheduler.maximum-allocation-mb numeric
@attribute yarnyarn.timeline-service.handler-thread-count numeric
@attribute mapredmapreduce.job.end-notification.max.attempts numeric
@attribute mapredmapreduce.job.reducer.unconditional-preempt.delay.sec numeric
@attribute yarnyarn.resourcemanager.client.thread-count numeric
@attribute mapredmapreduce.job.maxtaskfailures.per.tracker numeric
@attribute mapredmapreduce.reduce.shuffle.connect.timeout numeric
@attribute mapredmapreduce.shuffle.max.threads numeric
@attribute mapredmapreduce.shuffle.connection-keep-alive.timeout numeric
@attribute yarnyarn.resourcemanager.resource-tracker.client.thread-count numeric
@attribute yarnyarn.resourcemanager.connect.max-wait.ms numeric
@attribute yarnyarn.nodemanager.resource.percentage-physical-cpu-limit numeric
@attribute yarnyarn.resourcemanager.work-preserving-recovery.scheduling-wait-ms numeric
@attribute mapredmapreduce.jobhistory.loadedjobs.cache.size numeric
@attribute mapredmapreduce.task.timeout numeric
@attribute yarnyarn.nodemanager.container-manager.thread-count numeric
@attribute mapredmapreduce.map.memory.mb numeric
@attribute mapredmapreduce.task.io.sort.mb numeric
@attribute mapredmapreduce.jobtracker.expire.trackers.interval numeric
@attribute mapredmapreduce.map.skip.maxrecords numeric
@attribute yarnyarn.nodemanager.resource.cpu-vcores numeric
@attribute mapredmapreduce.jobhistory.datestring.cache.size numeric
@attribute yarnyarn.client.nodemanager-connect.retry-interval-ms numeric
@attribute mapredmapreduce.jobtracker.retiredjobs.cache.size numeric
@attribute mapredmapreduce.job.reduce.slowstart.completedmaps numeric
@attribute mapredmapreduce.task.io.sort.factor numeric
@attribute yarnyarn.nodemanager.localizer.client.thread-count numeric
@attribute yarnyarn.nodemanager.resource.memory-mb numeric
@attribute mapredmapreduce.input.lineinputformat.linespermap numeric
@attribute mapredmapreduce.jobtracker.jobhistory.lru.cache.size numeric
@attribute mapredmapreduce.task.merge.progress.records numeric
@attribute mapredmapreduce.shuffle.max.connections numeric
@attribute mapredmapreduce.reduce.memory.mb numeric
@attribute yarnyarn.timeline-service.client.max-retries numeric
@attribute mapredmapreduce.jobtracker.maxtasks.perjob numeric
@attribute yarnyarn.nodemanager.disk-health-checker.max-disk-utilization-per-disk-percentage numeric
@attribute mapredmapreduce.reduce.shuffle.input.buffer.percent numeric
@attribute mapredmapreduce.reduce.cpu.vcores numeric
@attribute mapredmapreduce.job.end-notification.max.retry.interval numeric
@attribute yarnyarn.timeline-service.leveldb-timeline-store.start-time-write-cache-size numeric
@attribute yarnyarn.nodemanager.process-kill-wait.ms numeric
@attribute yarnyarn.nodemanager.delete.thread-count numeric
@attribute mapredmapreduce.tasktracker.indexcache.mb numeric
@attribute mapredmapreduce.jobhistory.joblist.cache.size numeric
@attribute yarnyarn.client.nodemanager-client-async.thread-pool-max-size numeric
@attribute mapredmapreduce.client.submit.file.replication numeric
@attribute yarnyarn.resourcemanager.zk-retry-interval-ms numeric
@attribute yarnyarn.timeline-service.leveldb-timeline-store.ttl-interval-ms numeric
@attribute yarnyarn.resourcemanager.zk-timeout-ms numeric
@attribute mapredmapreduce.job.end-notification.retry.interval numeric
@attribute mapredmapreduce.reduce.maxattempts numeric
@attribute yarnyarn.resourcemanager.am.max-attempts numeric
@attribute yarnyarn.nodemanager.disk-health-checker.min-free-space-per-disk-mb numeric
@attribute mapredmapreduce.reduce.input.buffer.percent numeric
@attribute mapredmapreduce.client.progressmonitor.pollinterval numeric
@attribute mapredmapreduce.job.ubertask.maxmaps numeric
@attribute yarnyarn.resourcemanager.admin.client.thread-count numeric
@attribute mapredmapreduce.tasktracker.taskmemorymanager.monitoringinterval numeric
@attribute yarnyarn.app.mapreduce.am.resource.mb numeric
@attribute mapredmapreduce.job.ubertask.maxreduces numeric
@attribute mapredmapreduce.reduce.skip.maxgroups numeric
@attribute mapredyarn.app.mapreduce.am.job.committer.commit-window numeric
@attribute yarnyarn.client.nodemanager-connect.max-wait-ms numeric
@attribute mapredmapreduce.jobtracker.taskcache.levels numeric
@attribute mapredmapreduce.client.completion.pollinterval numeric
@attribute yarnyarn.client.max-cached-nodemanagers-proxies numeric
@attribute mapredmapreduce.tasktracker.tasks.sleeptimebeforesigkill numeric
@attribute mapredyarn.app.mapreduce.task.container.log.backups numeric
@attribute mapredmapreduce.shuffle.transfer.buffer.size numeric
@attribute yarnyarn.nodemanager.localizer.fetch.thread-count numeric
@attribute yarnyarn.scheduler.maximum-allocation-vcores numeric
@attribute mapredmapreduce.ifile.readahead.bytes numeric
@attribute mapredmapreduce.reduce.shuffle.fetch.retry.timeout-ms numeric
@attribute yarnyarn.resourcemanager.system-metrics-publisher.dispatcher.pool-size numeric
@attribute mapredmapreduce.jobtracker.jobhistory.task.numberprogresssplits numeric
@attribute mapredmapreduce.jobhistory.move.thread-count numeric
@attribute mapredmapreduce.tasktracker.local.dir.minspacekill numeric
@attribute mapredmapreduce.jobhistory.move.interval-ms numeric
@attribute yarnyarn.nodemanager.localizer.cache.target-size-mb numeric
@attribute mapredmapreduce.reduce.markreset.buffer.percent numeric
@attribute mapredyarn.app.mapreduce.client-am.ipc.max-retries-on-timeouts numeric
@attribute mapredmapreduce.job.maps numeric
@attribute mapredmapreduce.task.combine.progress.records numeric
@attribute mapredyarn.app.mapreduce.am.resource.cpu-vcores numeric
@attribute mapredmapreduce.jobtracker.tasktracker.maxblacklists numeric
@attribute yarnyarn.resourcemanager.max-completed-applications numeric
@attribute mapredmapreduce.reduce.shuffle.fetch.retry.interval-ms numeric
@attribute mapredmapreduce.job.speculative.speculativecap numeric
@attribute mapredyarn.app.mapreduce.client-am.ipc.max-retries numeric
@attribute mapredmapreduce.task.skip.start.attempts numeric
@attribute mapredmapreduce.tasktracker.reduce.tasks.maximum numeric
@attribute mapredmapreduce.jobtracker.handler.count numeric
@attribute mapredmapreduce.map.cpu.vcores numeric
@attribute mapredmapreduce.job.counters.limit numeric
@attribute performance numeric

@data
5606,232101,84093587,42.471222,41.0416,0.851125,247.187002,158388,11.517333,22967,361087,31.116879,0.733848,81.596788,65.755348,1.569874,27933,33.755246,2.625377,220.168269,27.611097,14.968118,140976,7.990943,41.595617,193.919084,481408,84.810962,69524,99.766824,400075,33.844716,2641,165.486114,434298,108.34976,19.632593,199403,56172,2660,0.266661,50.647907,46.381624,23890,60.928854,251.195491,77413,6.342888,1045,59.198402,39.944934,62.736862,0.41837,3.843041,22339,6994,214987,3.87297,198,88549,4897,98.550101,6853,156027,83062,4354,11.280449,17.434692,473,0.52122,144,143.223751,64.459683,36434,15489,175.329528,91.673723,16974,262591,92.616329,12443,701,37900,12.750691,1276039,46.631528,53.988112,15970400,69236,50.820644,5.64636,51.81048,62.75791,228751,10001,0.07122,19.838508,8.94296,71826,18.74991,20.058751,5828,1327,0.244141,8.183702,6.183795,68.819705,77.006049,1.128364,567,-1
6566,94067,7117181,30.821707,95.559807,0.11024,367.575607,293307,26.304491,21410,151018,6.417016,0.505343,151.319509,49.315574,3.168362,28644,39.00192,38.547458,335.161272,54.39126,22.960534,164381,187.106238,49.883869,164.3411,111764,58.080389,82408,90.393453,522191,62.946034,1848,98.999037,672170,21.790284,39.397202,169214,53063,9169,0.069493,82.114284,95.075443,24045,49.343854,234.798092,4442,17.461504,2459,73.740127,94.583447,11.826573,0.238614,4.302419,542,23080,243883,54.292295,657,123415,155,99.833812,226192,131997,33085,174,13.07903,19.77047,700,0.303974,2767,106.30406,50.839373,24618,13893,119.066775,96.24979,30019,72118,169.616333,47196,614,37869,62.919603,803191,62.827211,42.389172,6969435,19040,99.413959,13.923153,90.050142,72.885943,163582,9252,0.794482,12.330684,53.002801,10071,17.565342,14.353695,11034,2107,0.216809,9.940068,16.286512,16.867077,44.141866,4.182881,744,72
6875,77346,1192132,41.254879,84.725804,0.759805,231.252145,283273,22.6067,19664,169623,46.826192,0.431165,276.38257,27.562337,10.368521,26849,60.904116,5.755688,216.153991,66.87432,20.366409,79603,92.680915,17.470399,149.542237,590317,72.872418,57618,74.103606,364733,13.463292,1690,169.897005,327230,122.777056,20.548868,176559,1691,9416,0.20314,73.917626,44.573124,24418,13.800413,482.921702,59363,48.733449,2953,57.072268,84.89158,44.964251,0.179947,5.062038,36964,88902,265727,1.122242,901,199120,3366,47.722871,258576,202661,12048,1844,4.774915,13.408823,540,0.266271,6091,154.4132,42.965476,48945,16380,198.131681,31.577998,58415,99236,122.858878,24245,724,23869,59.780382,790014,9.660969,85.785428,38603937,136956,5.560254,74.500999,88.055874,5.185504,291836,10163,0.407856,9.483195,42.451332,23881,19.72325,1.866795,17708,1333,0.140502,21.227251,4.106353,32.557321,87.725623,4.750798,111,-1
7462,268952,88029464,28.587323,30.026119,0.595604,128.425854,116265,3.743173,35839,95624,47.02329,0.908164,221.421365,61.180486,7.443,28157,1.438162,13.763898,429.167825,51.24002,26.316206,103456,248.570768,4.97024,22.986768,614415,73.330943,37995,4.329135,566042,78.252794,1841,194.290401,147830,37.874894,30.411375,110967,34686,5032,0.760248,72.960233,19.793792,22145,51.211656,460.899258,70584,5.354366,2672,52.986129,24.606293,46.19492,0.620823,5.126481,21544,44935,103563,97.823555,857,162045,3352,37.914384,292471,149866,286136,1385,5.703176,8.665965,992,0.5286,9650,146.432056,93.709842,7255,10454,131.582491,19.722365,84300,123314,120.216145,6706,856,45079,57.229479,1129687,11.723611,59.796309,19030325,212639,73.080593,43.091358,26.681606,44.118179,193962,9101,0.836136,25.944551,8.372165,4870,23.176661,2.197932,13968,9226,0.836506,3.498259,17.622794,18.885627,17.508113,5.054849,816,77
8350,60106,104564113,31.721058,52.426932,0.82258,238.687343,194403,2.493096,29652,310391,5.150798,0.702303,142.264594,98.941699,12.883256,26571,69.781645,33.278785,246.933939,25.900851,29.314856,131415,162.846007,36.965238,50.176822,203099,92.753078,13330,33.898996,391292,62.520553,2883,231.393023,453947,22.095592,17.567434,192059,12162,1632,0.891646,85.966627,38.930965,25267,64.244726,375.538696,58380,92.897508,2537,9.453793,70.042745,16.81878,0.146657,1.04817,39513,61872,136706,67.889906,451,61856,322,81.72009,184807,272690,182889,3008,8.253059,6.360507,134,0.731356,9563,171.213788,21.857479,23386,13943,135.79093,94.799896,80991,261148,89.902485,13324,783,29688,49.311116,30629,7.314558,85.023248,20359476,46774,69.782396,86.070773,74.7203,29.901464,105545,9203,0.444236,23.968608,9.702501,57956,27.592708,30.875723,19728,679,0.4588,14.185428,7.47055,97.981655,11.900019,1.881713,50,-1
8845,169715,73957233,14.756298,76.580647,0.522841,235.040789,108231,46.883415,41456,358910,45.434691,0.85329,16.102748,28.794245,9.623768,26912,47.496982,3.815577,327.02479,17.582568,27.888478,188891,140.004086,3.053258,192.356604,106460,13.277702,53147,14.015744,394666,81.414175,1176,357.021623,420505,142.088848,29.850938,146601,42521,6432,0.96555,33.129233,36.960277,24810,4.606342,408.657489,6571,17.064953,1971,18.315313,45.576508,20.81478,0.328108,2.792506,23984,13167,243451,65.540623,622,118540,3230,82.953313,18579,228598,218763,1232,15.680957,8.207359,129,0.367576,2439,129.458331,53.884892,9434,8492,117.649574,15.379896,56660,116115,84.212218,45993,346,11778,61.338616,90886,18.00747,58.32244,33292140,70257,25.843087,39.594756,28.062951,58.304596,264505,9552,0.162643,2.513188,45.202383,92136,29.261448,14.836966,2416,6695,0.556957,12.085091,1.995154,69.059879,56.956778,4.398577,81,84
9328,202040,116075489,34.983126,60.531219,0.453505,380.099757,93961,6.730169,18768,9670,1.839411,0.072592,201.350069,29.519683,6.205712,28028,20.833877,19.070781,313.542749,7.585838,17.981443,152220,168.764572,45.152777,125.674666,884669,77.981725,17695,50.668726,660197,3.732239,2129,159.267559,686532,112.88231,37.629997,168812,45210,4468,0.440837,39.376178,22.235042,25970,27.679829,462.229699,71070,11.461727,2092,60.297582,26.433634,88.280288,0.473189,2.07965,7108,68351,264588,28.656337,159,45595,2133,63.216544,146991,117544,156204,5105,22.267996,13.991507,484,0.575184,5612,136.613416,45.623432,13578,14046,186.912182,37.145154,13269,254423,100.984599,43395,215,21433,14.635382,444420,49.972816,99.761113,15283084,23247,56.908138,77.431684,95.652976,98.550547,257138,10507,0.494285,19.957432,28.333465,66225,20.031229,9.941226,19270,7502,0.720702,3.820381,1.415412,75.018776,52.125384,4.01498,264,-1
9942,42340,105875324,44.664479,74.508875,0.997891,386.461633,161488,49.398785,32511,324229,11.101735,0.292646,105.711211,53.90864,2.064474,27689,97.533466,4.791676,83.532051,75.840818,28.171132,274251,196.113477,9.274981,26.93478,787729,26.499806,13069,55.910458,478653,23.839696,2470,172.745345,578666,44.934443,32.185596,177924,10054,5715,0.963923,9.2215,35.623628,25606,35.733918,231.319241,53864,23.549705,1302,76.392487,2.082496,93.189058,0.846074,1.058965,13548,76676,275552,41.360784,615,169078,98,94.963861,28725,335422,254209,7453,19.322426,13.179198,351,0.652509,1793,154.742223,28.159141,21228,14254,170.380058,67.319587,30582,198711,173.972558,8697,476,45219,73.770042,1131662,53.02193,73.996601,2833632,251800,6.105201,6.011313,47.886611,70.297539,237319,11208,0.779081,20.81147,52.901445,49349,24.45343,9.130161,14114,5612,0.022271,16.936636,17.923534,20.486988,46.019053,4.976825,289,-1
10763,298112,26629526,49.5329,39.471432,0.299955,391.099498,190369,12.1456,42116,289703,43.933402,0.228742,145.417139,82.787093,8.287067,27251,53.18097,27.341812,76.111882,78.593239,6.488603,254920,39.162129,12.007944,74.600554,873650,94.647153,62643,36.5546,651892,89.470536,2052,141.071825,302410,159.59721,36.346048,120114,81717,6972,0.772688,68.965864,52.870377,22378,43.123911,71.54899,40271,81.53082,2583,70.561408,58.861933,56.527263,0.566163,5.607927,31496,55027,179988,40.102699,766,9016,3597,69.909646,102058,216969,187984,3318,21.290585,7.184551,2,0.491524,8666,133.271274,34.086633,13036,9895,124.711389,76.276852,94539,181689,13.209438,44621,673,11928,1.665832,1182502,71.467899,63.411214,4938821,36774,63.625071,37.233706,37.210012,82.643054,245938,10398,0.782632,27.092274,48.627199,1734,26.275583,34.277654,12238,4387,0.042574,10.208931,10.813891,16.548641,39.995497,3.183962,154,-1
11421,209884,17917298,20.71049,91.392113,0.499829,394.364654,192044,45.481976,15851,42635,38.221201,0.265138,202.726754,25.06481,16.491968,26572,89.469198,18.912637,197.387292,56.574984,10.383232,281352,90.073897,32.099264,22.664458,162307,14.55327,43688,24.217879,389556,56.880873,1872,346.102729,472284,66.202652,21.243367,195343,88822,7930,0.333302,75.711143,33.841338,24097,87.799815,455.978847,90069,98.439362,2351,53.742873,45.765618,30.961854,0.460978,2.944666,42204,42578,190747,27.051509,534,86293,1960,19.780565,238534,171062,283766,9706,16.824997,13.629677,693,0.867797,362,183.414609,81.804457,28294,16267,198.504471,3.103112,90724,193716,162.496631,8932,923,34431,42.688508,74132,54.551613,49.683892,29043532,94868,29.703654,44.362173,11.071745,47.830086,234237,10006,0.613468,28.492403,15.324113,32733,22.108763,27.580722,14720,5032,0.552611,29.397702,1.954046,94.94502,32.262128,2.769154,93,65
11648,217516,18171275,45.686967,60.740306,0.508215,225.978183,131452,29.637561,18301,398584,48.516969,0.460875,172.775252,85.388958,18.378097,26541,97.164312,36.286417,68.951843,4.949658,6.531832,266730,210.369665,35.513494,194.774553,734412,92.363953,93656,27.925758,675720,46.188364,1049,143.455961,465612,5.666812,33.972213,125756,66475,858,0.733813,68.09422,42.029717,24128,23.277779,410.378984,1041,91.178406,2427,12.934189,91.951669,45.719421,0.455402,1.451745,36339,77977,266372,15.836422,20,159467,1167,50.00662,263548,247687,4114,8875,16.417196,1.226312,913,0.587681,6495,139.620436,91.822331,40590,11906,113.379813,69.106076,77816,270323,144.647036,43578,369,38534,23.264036,69043,17.331222,51.150899,17503947,159459,74.685444,7.687679,25.931075,13.344779,108072,10280,0.428491,14.651386,5.188515,69964,23.529449,38.769895,6522,4522,0.736888,26.478833,13.191868,92.668808,17.338553,1.729738,61,-1
12671,118090,2777604,41.962055,36.60002,0.556086,307.792434,52911,41.513286,24362,21047,22.558486,0.217258,225.285916,73.365037,12.983141,27950,87.904101,26.121909,381.753971,40.69595,25.701752,175063,154.786145,24.252502,169.824873,854223,86.743372,27194,67.997821,463560,25.947467,2698,63.315486,565165,86.493666,27.771338,175179,55162,8901,0.6635,95.58209,2.827295,25424,91.500993,199.028121,63956,80.833343,1110,92.317038,22.650105,75.640585,0.976405,4.912321,9401,19586,177499,58.138313,978,177939,3847,46.535889,35944,94368,130591,589,2.597504,5.450454,755,0.425919,2126,135.997448,88.369011,31973,7049,190.184771,77.439487,57719,183842,135.407578,40109,514,41134,62.685971,952827,49.008356,42.53833,34235071,51864,51.769527,90.093183,40.628906,27.806025,185817,9730,0.268492,6.076837,42.787383,99059,16.66161,16.143041,8703,753,0.233012,27.756378,3.97811,97.623033,50.533784,2.774611,212,-1
12704,240965,3495233,22.799208,1.63466,0.500113,185.335815,137129,18.429208,31379,228594,17.497998,0.18815,161.937183,5.913802,10.579899,27391,63.605925,32.284404,93.291631,1.490218,22.637936,212998,37.841401,25.923021,172.547551,405046,11.322277,14889,71.621861,751156,52.089811,2938,189.285404,462538,70.119508,34.194108,187236,68281,7638,0.432962,2.825857,11.922512,24962,88.760209,384.810653,46701,53.323315,2087,64.029695,85.970851,2.546909,0.105132,1.749002,22934,82480,164204,69.179202,537,91077,64,75.484047,10380,313582,99722,9561,2.025162,14.143392,901,0.199846,6940,117.827468,30.034485,28904,5533,114.076325,9.141007,78046,287018,127.447084,16435,960,29,1.314482,865185,13.538052,51.421691,20188708,57932,12.581031,57.090897,71.07282,54.748613,219020,9209,0.819634,29.965549,26.441682,55670,21.594928,18.794581,7582,2215,0.006606,12.457743,5.921196,56.831893,93.033967,4.6469,607,-1
13583,262501,125865344,35.588506,57.19718,0.883641,204.635782,100582,31.905854,28590,212048,20.541085,0.028564,131.514445,72.038758,19.791807,26516,82.3385,30.111755,385.551759,93.353433,20.030311,278163,224.313519,33.856465,152.027679,209987,90.174513,47253,57.524273,724781,88.32532,1679,213.766851,646129,107.44949,30.161281,174107,35525,6655,0.159891,53.68887,60.199246,24776,92.557697,328.788093,60155,94.773091,1945,15.962645,41.610398,93.532345,0.475398,3.380344,48706,58719,230517,78.116419,467,166041,3686,40.872056,180110,248705,212060,7911,9.497987,18.744127,726,0.751077,5685,177.770824,86.375271,31245,12795,197.246112,47.68888,50877,269218,148.669906,37755,504,17135,8.767883,959452,37.151212,62.938709,15781529,176696,14.017006,50.460726,33.461843,15.774628,292198,10721,0.106413,19.306925,38.855541,86160,19.024178,28.018372,11338,711,0.715723,6.709049,9.478659,42.707591,83.909359,3.545926,565,85
14157,183925,79384829,24.151263,95.137478,0.760469,298.350697,139176,18.5876,31956,60730,23.875403,0.125294,288.378811,94.129049,17.877588,26641,48.801611,14.306176,236.658676,10.951954,10.836648,229129,29.92535,8.849819,129.370223,157258,62.324386,49092,46.579217,484664,66.083635,3016,323.71377,387381,118.571845,33.502873,127390,20100,1960,0.783963,74.170777,12.274808,23517,8.537854,437.132972,64423,42.340384,1255,79.496512,27.05305,32.741122,0.058446,1.841522,32751,8836,235423,82.425982,591,134198,3040,33.353822,77443,226173,145916,7811,35.567881,6.610832,479,0.551436,9302,172.617241,63.577925,18590,6153,130.464339,84.358494,11175,144697,106.133664,38110,665,5054,60.952578,732935,48.894503,62.79715,33737864,197309,38.023723,41.223617,13.807436,37.086538,244866,9315,0.632851,26.807525,43.069761,60707,24.184992,21.04404,10938,3872,0.392521,16.370951,1.691711,82.277541,61.755411,3.882991,291,84
14748,283083,13272314,14.217219,85.670178,0.129493,274.802685,113533,11.337178,38676,204925,5.060776,0.337637,256.200277,17.044529,5.012644,28178,34.778138,36.63281,452.026132,94.81846,19.917896,286001,99.582803,46.108008,59.609791,116079,21.648779,70277,58.722504,504124,24.257846,2620,296.387197,325770,8.467861,38.729826,115510,9421,8881,0.124006,12.579555,16.991335,22992,55.735371,164.301079,99711,20.209507,2608,30.760503,42.205771,63.349283,0.96621,3.810105,39733,92128,15344,92.087153,417,69093,2192,28.109824,74155,84552,190410,9087,37.360007,14.25768,819,0.953341,939,106.458724,24.390076,21877,11947,183.19767,89.438016,76553,84810,37.452801,42510,571,46122,70.784564,930028,88.036193,69.898749,21713076,113886,63.862663,69.358481,61.744745,91.077433,158266,9290,0.011593,21.704382,32.07331,84860,26.601322,7.230776,11911,6374,0.668942,6.629674,9.058808,21.694738,3.780111,1.681536,788,-1
15170,28321,119060552,34.849176,96.007592,0.673266,350.528581,157344,46.414693,20269,179925,22.707833,0.412139,43.50758,5.993903,16.266183,27236,6.652991,23.804413,173.48,29.434308,10.773946,85755,254.653226,13.531667,186.854562,129830,68.350072,97717,74.937435,340452,71.178012,2366,317.568316,400566,147.874291,26.277789,158385,53929,4406,0.992894,8.580938,75.958802,22474,65.900067,204.817534,98553,76.451831,1314,31.670808,56.142229,94.237068,0.165225,3.757371,12509,14077,202820,24.316479,289,155202,4414,86.853628,208521,92557,259030,4159,33.619699,7.035837,735,0.765682,8799,151.876866,11.615714,2392,11084,111.146932,19.356349,25953,286054,80.413619,39884,697,22758,70.511836,685223,40.346042,46.145275,18923348,173050,53.851408,38.966197,10.092925,87.260719,269709,10460,0.700218,19.873294,47.689155,67627,24.456783,28.6812,11648,1068,0.749125,22.744878,2.754431,54.292959,35.352363,4.268987,678,-1
15997,144198,81241742,40.520473,97.54575,0.597236,370.698453,213731,6.672631,34277,239537,22.267499,0.580518,259.85308,70.26168,16.092385,28435,51.066626,13.166686,393.242457,71.548544,10.504996,260970,203.873764,23.21717,40.543292,274370,58.634309,42494,11.842861,553253,68.424073,1244,344.391729,299287,136.737232,36.772416,197115,17194,2117,0.758775,39.923515,48.382499,25839,80.631718,99.874263,65850,27.108068,2553,78.937811,90.990477,37.987203,0.476355,3.662135,45843,76632,1617,46.251107,727,56883,3874,98.349005,118089,201879,226672,6995,22.154147,3.476323,267,0.917962,6186,147.394777,50.51752,12033,9518,139.834062,7.557805,82900,293752,3.467746,14258,353,17825,11.800903,1097450,48.345861,81.786835,3335345,169735,84.553074,48.992451,5.282029,63.087996,113656,11173,0.888904,24.607703,14.337046,82875,18.131122,29.102214,1350,3104,0.187238,20.819286,2.846196,41.372989,79.626619,3.201006,333,82
16827,262133,120755212,46.682075,98.44999,0.397808,385.781253,237044,52.183074,38515,382343,35.840912,0.268689,292.409823,53.305147,16.84445,27248,30.884838,25.132731,377.005206,57.921454,13.304468,245322,243.057247,17.209933,156.050253,561171,40.300937,64878,30.920228,476030,27.744481,1527,91.242732,647935,35.732003,33.358096,186820,39283,1514,0.24734,5.291971,19.281124,21704,59.894788,342.447443,7355,80.654757,2269,90.337659,37.959285,93.778685,0.518312,2.65078,27768,84618,196913,33.701416,595,48199,3151,8.081556,286441,204319,161150,7177,3.415692,3.434055,585,0.998059,878,150.877028,65.831354,22796,8607,154.009348,28.991927,73472,264320,26.261269,41106,256,11358,32.482439,75655,14.71778,41.621172,39107289,117033,21.930822,12.328144,13.388627,51.159416,250722,10305,0.051642,24.205122,45.584214,36863,25.263739,16.954154,15890,6308,0.21832,14.107278,9.808031,56.319357,86.131023,3.537914,68,-1
16936,131368,35078569,34.514273,35.78677,0.918225,312.281397,173103,46.962509,44455,285675,29.445563,0.966613,231.405557,63.986709,11.635959,27526,93.070048,13.474271,247.761107,79.141902,2.867599,273543,125.432533,13.779638,173.2535,863144,92.11793,63168,23.431877,464309,12.124414,2200,137.733212,161312,144.707378,31.064208,170296,96168,509,0.318868,25.590581,94.932095,23048,46.610495,331.884483,86435,60.125367,2364,12.009024,72.893153,39.088638,0.622755,5.041918,35637,10522,55989,22.0258,532,151968,4834,55.583112,102874,306647,251340,8024,25.560977,12.42092,463,0.249193,4689,118.838008,12.834977,43821,7945,139.14891,17.871906,83837,150331,56.473992,18180,526,26483,69.62813,138969,69.310124,41.400094,4126269,42685,9.82377,49.813478,60.394174,56.167377,134977,10108,0.725214,23.815466,36.299139,11392,19.508614,3.405358,14947,7436,0.292531,1.789853,19.535585,68.064499,57.388973,2.142112,934,76
17539,15000,124606343,31.13161,10.700264,0.410638,382.771208,175053,51.673823,24564,82215,18.56164,0.628392,159.120749,17.538854,8.832513,27614,59.582961,34.933467,478.494349,54.20939,1.625888,193364,206.990183,21.110457,5.455683,362754,96.711874,72283,12.319651,448086,97.873411,1211,249.294365,637721,171.77428,35.9434,130987,1333,979,0.198469,24.270437,45.757296,23396,86.362488,345.443123,17818,64.292518,2712,35.769097,77.514043,67.84256,0.726964,3.761124,24451,55562,290589,73.899859,1003,25379,2527,60.849671,162667,121090,32685,4369,35.051248,13.866074,807,0.555693,7642,140.692192,28.090389,6731,5727,165.95248,81.090847,80492,86565,36.501441,25492,703,14063,71.392872,1065752,73.351605,50.280214,24158673,151909,97.05679,41.119984,14.346864,14.07756,266637,10049,0.895419,18.68619,34.751797,39483,17.28918,11.267545,18075,3614,0.270188,27.165908,17.211097,54.779029,88.822651,1.036919,709,-1
18179,20225,26524157,1.175807,96.511079,0.315695,371.191167,194686,40.589835,28485,328318,20.178604,0.636827,18.454991,92.844173,16.453413,28391,85.309374,8.463583,425.3238,18.987036,28.245965,169737,50.428178,43.125684,128.85024,396628,21.329485,11602,41.890013,491286,56.025244,2395,253.791948,598558,20.183289,38.015614,171691,97846,586,0.914024,97.208661,53.695787,25597,52.566185,147.22798,82121,86.086383,1399,76.668533,76.787716,66.268189,0.319683,4.553984,45168,85089,155633,87.63377,986,96846,2513,83.334731,203478,167671,264693,2680,27.979197,13.375477,75,0.110809,2803,153.536175,11.422305,14737,11518,170.550909,1.017045,42110,139976,73.692617,4138,221,41659,57.735489,182229,87.807378,81.420695,11289866,80887,74.412219,33.731356,11.233066,85.842027,236312,9040,0.645299,18.139804,40.571706,47663,22.856418,12.797255,8332,6171,0.43328,6.108628,1.46528,44.122213,53.839222,1.67401,635,-1
19290,95024,96372200,15.622864,66.38821,0.276713,144.258093,126181,30.150463,42863,294370,9.945229,0.09009,123.558873,77.969895,15.056707,28525,95.708256,18.445099,466.018674,36.578041,17.840072,181221,50.931663,49.767393,192.029158,751324,10.385136,86887,40.524249,786451,56.712214,1905,154.789129,381140,126.835916,38.150752,114555,22472,6447,0.421126,15.215019,91.330244,26029,26.77506,150.919834,77110,18.702297,1124,15.498622,44.089721,66.490109,0.450568,4.719699,4488,23776,161837,52.013804,300,180504,1404,88.192026,278729,66686,150977,1707,26.712926,9.437568,565,0.181576,1992,154.163054,27.053925,21292,7024,123.194131,72.627153,98312,160193,46.531384,45492,971,35393,91.478474,33507,74.589552,83.275067,28772653,108583,13.316512,57.980527,43.221635,10.544953,227308,9348,0.45207,26.34118,48.936522,25483,28.387285,23.454088,1265,9149,0.34219,15.221214,10.223636,94.213221,19.35109,4.434676,142,-1
